IGLV10-54*01;IGLJ1*01
IGLV10-54*01;IGLJ2*01
IGLV10-54*01;IGLJ3*02
IGLV10-54*01;IGLJ6*01
IGLV10-54*02;IGLJ2*01
IGLV10-54*02;IGLJ3*02
IGLV1-36*01;IGLJ1*01
IGLV1-36*01;IGLJ2*01
IGLV1-36*01;IGLJ3*02
IGLV1-36*01;IGLJ7*01
IGLV1-40*01;IGLJ1*01
IGLV1-40*01;IGLJ2*01
IGLV1-40*01;IGLJ3*02
IGLV1-40*01;IGLJ7*01
IGLV1-41*01;IGLJ1*01
IGLV1-41*01;IGLJ3*02
IGLV1-41*01;IGLJ6*01
IGLV1-41*02;IGLJ3*02
IGLV1-47*01;IGLJ1*01
IGLV1-47*01;IGLJ2*01
IGLV1-47*01;IGLJ3*02
IGLV1-47*01;IGLJ6*01
IGLV1-47*01;IGLJ7*01
IGLV1-50*01;IGLJ3*02
IGLV1-51*01;IGLJ1*01
IGLV1-51*01;IGLJ2*01
IGLV1-51*01;IGLJ3*02
IGLV1-51*01;IGLJ7*01
IGLV2-11*01;IGLJ1*01
IGLV2-11*01;IGLJ2*01
IGLV2-11*01;IGLJ3*02
IGLV2-11*01;IGLJ7*01
IGLV2-14*01;IGLJ1*01
IGLV2-14*01;IGLJ2*01
IGLV2-14*01;IGLJ3*02
IGLV2-14*01;IGLJ7*01
IGLV2-18*01;IGLJ1*01
IGLV2-18*01;IGLJ2*01
IGLV2-18*01;IGLJ3*02
IGLV2-18*02;IGLJ1*01
IGLV2-18*02;IGLJ2*01
IGLV2-18*02;IGLJ3*02
IGLV2-23*01;IGLJ1*01
IGLV2-23*01;IGLJ2*01
IGLV2-23*01;IGLJ3*02
IGLV2-23*01;IGLJ7*01
IGLV2-23*02;IGLJ1*01
IGLV2-23*02;IGLJ2*01
IGLV2-23*02;IGLJ3*02
IGLV2-34*01;IGLJ1*01
IGLV2-34*01;IGLJ2*01
IGLV2-34*01;IGLJ3*02
IGLV2-5*01;IGLJ1*01
IGLV2-5*01;IGLJ2*01
IGLV2-5*01;IGLJ3*02
IGLV2-5*01;IGLJ6*01
IGLV2-8*01;IGLJ1*01
IGLV2-8*01;IGLJ2*01
IGLV2-8*01;IGLJ3*02
IGLV2-8*01;IGLJ7*01
IGLV3-10*01;IGLJ1*01
IGLV3-10*01;IGLJ2*01
IGLV3-10*01;IGLJ3*02
IGLV3-10*01;IGLJ7*01
IGLV3-1*01;IGLJ1*01
IGLV3-1*01;IGLJ2*01
IGLV3-1*01;IGLJ3*02
IGLV3-1*01;IGLJ7*01
IGLV3-12*01;IGLJ1*01
IGLV3-12*01;IGLJ2*01
IGLV3-12*01;IGLJ3*02
IGLV3-12*01;IGLJ6*01
IGLV3-12*01;IGLJ7*01
IGLV3-13*01;IGLJ3*02
IGLV3-16*01;IGLJ1*01
IGLV3-16*01;IGLJ2*01
IGLV3-16*01;IGLJ3*02
IGLV3-16*01;IGLJ5*01
IGLV3-16*01;IGLJ6*01
IGLV3-16*01;IGLJ7*01
IGLV3-19*01;IGLJ1*01
IGLV3-19*01;IGLJ2*01
IGLV3-19*01;IGLJ3*02
IGLV3-19*01;IGLJ7*01
IGLV3-21*01;IGLJ1*01
IGLV3-21*01;IGLJ2*01
IGLV3-21*01;IGLJ3*02
IGLV3-21*01;IGLJ7*01
IGLV3-21*02;IGLJ1*01
IGLV3-21*02;IGLJ2*01
IGLV3-21*02;IGLJ3*02
IGLV3-21*02;IGLJ7*01
IGLV3-22*01;IGLJ1*01
IGLV3-22*01;IGLJ3*02
IGLV3-25*01;IGLJ1*01
IGLV3-25*01;IGLJ2*01
IGLV3-25*01;IGLJ3*02
IGLV3-25*01;IGLJ7*01
IGLV3-25*03;IGLJ1*01
IGLV3-25*03;IGLJ2*01
IGLV3-25*03;IGLJ3*02
IGLV3-27*01;IGLJ1*01
IGLV3-27*01;IGLJ2*01
IGLV3-27*01;IGLJ3*02
IGLV3-27*01;IGLJ7*01
IGLV3-9*01;IGLJ1*01
IGLV3-9*01;IGLJ2*01
IGLV3-9*01;IGLJ3*02
IGLV3-9*01;IGLJ7*01
IGLV3-9*02;IGLJ2*01
IGLV3-9*02;IGLJ3*02
IGLV4-3*01;IGLJ1*01
IGLV4-3*01;IGLJ2*01
IGLV4-3*01;IGLJ3*02
IGLV4-60*01;IGLJ2*01
IGLV4-60*01;IGLJ3*02
IGLV4-60*02;IGLJ1*01
IGLV4-60*02;IGLJ2*01
IGLV4-60*02;IGLJ3*02
IGLV4-60*02;IGLJ7*01
IGLV4-60*03;IGLJ1*01
IGLV4-60*03;IGLJ2*01
IGLV4-60*03;IGLJ3*02
IGLV4-60*03;IGLJ6*01
IGLV4-60*03;IGLJ7*01
IGLV4-69*01;IGLJ1*01
IGLV4-69*01;IGLJ2*01
IGLV4-69*01;IGLJ3*02
IGLV4-69*01;IGLJ6*01
IGLV4-69*01;IGLJ7*01
IGLV5-37*01;IGLJ1*01
IGLV5-37*01;IGLJ2*01
IGLV5-37*01;IGLJ3*02
IGLV5-37*01;IGLJ7*01
IGLV5-39*01;IGLJ1*01
IGLV5-39*01;IGLJ2*01
IGLV5-39*01;IGLJ3*02
IGLV5-39*01;IGLJ6*01
IGLV5-45*01;IGLJ1*01
IGLV5-45*01;IGLJ2*01
IGLV5-45*01;IGLJ3*02
IGLV5-45*01;IGLJ6*01
IGLV5-45*01;IGLJ7*01
IGLV5-45*02;IGLJ2*01
IGLV5-48*01;IGLJ2*01
IGLV5-48*01;IGLJ3*02
IGLV5-52*01;IGLJ1*01
IGLV5-52*01;IGLJ2*01
IGLV5-52*01;IGLJ3*02
IGLV5-52*01;IGLJ6*01
IGLV5-52*01;IGLJ7*01
IGLV6-57*01;IGLJ1*01
IGLV6-57*01;IGLJ2*01
IGLV6-57*01;IGLJ3*02
IGLV6-57*01;IGLJ6*01
IGLV6-57*01;IGLJ7*01
IGLV7-43*01;IGLJ1*01
IGLV7-43*01;IGLJ2*01
IGLV7-43*01;IGLJ3*02
IGLV7-43*01;IGLJ7*01
IGLV7-46*01;IGLJ1*01
IGLV7-46*01;IGLJ2*01
IGLV7-46*01;IGLJ3*02
IGLV7-46*01;IGLJ6*01
IGLV7-46*01;IGLJ7*01
IGLV7-46*02;IGLJ2*01
IGLV8-61*01;IGLJ1*01
IGLV8-61*01;IGLJ2*01
IGLV8-61*01;IGLJ3*02
IGLV8-61*01;IGLJ7*01
IGLV9-49*01;IGLJ1*01
IGLV9-49*01;IGLJ2*01
IGLV9-49*01;IGLJ3*02
IGLV9-49*01;IGLJ6*01
IGLV9-49*01;IGLJ7*01
IGLV9-49*02;IGLJ1*01
IGLV9-49*02;IGLJ2*01
IGLV9-49*02;IGLJ3*02
V1-27P;IGLJ1*01
V1-27P;IGLJ2*01
V1-27P;IGLJ3*02
V1-6P;IGLJ2*01
V1-6P;IGLJ3*02
V1-6P;IGLJ6*01
V1-6P;IGLJ7*01
V1-8P;IGLJ1*01
V1-8P;IGLJ2*01
V1-8P;IGLJ3*02
V2-16P;IGLJ3*02
V2-16P;IGLJ6*01
V2-3P;IGLJ1*01
V2-4P;IGLJ2*01
V2-4P;IGLJ3*02
V2-4P;IGLJ7*01
